Field,Config,spw,suffix,filename,bmaj,bmin,bpa,wcs_restfreq,minfreq,maxfreq,imsize,cell,threshold,niter,pblimit,pbmask,restfreq,nchan,width,start,chanchunks,deconvolver,weighting,robust,git_version,git_date,version,min,max,std,sum,mean,min_K,max_K,std_K,sum_K,mean_K,lowmin,lowmax,lowstd,lowmadstd,lowsum,lowmean,modmin,modmax,modstd,modsum,modmean,epsilon
,,$\mathrm{}$,,,prime\prime,prime\prime,rad,Hz,Hz,Hz,,,,,,,$\mathrm{}$,$\mathrm{}$,,,,,,,,,,Jy\beam^-1,Jy\beam,Jy\beam,Jy\beam,Jy\beam,K,K,K,K,K,Jy\beam,Jy\beam,Jy\beam,Jy\beam,Jy\beam,Jy\beam,Jy\pix,Jy\pix,Jy\pix,Jy\pix,Jy\pix,$\mathrm{}$
ai,7M,20,.image,uid___A001_X15a0_X16e.s12_0.Sgr_A_star_sci.spw20.cube.I.iter1.image,17.3859675860265,10.7859949337233,-1.39380948416892,89188526000,89157499193.2,89219798881.2813,"(320, 360)","['1.7999999999999903 arcsec', '1.7999999999999985 arcsec']",,,,,89188526000,2042,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-1.40474569797516,6.3153862953186,0.143699880387519,646380.084716797,0.0044768773499693,-1.15088899030778,5.17410985297877,0.117731352005511,529570.387100716,0.00366784455041559,-1.40474569797516,6.3153862953186,0.143699880387519,0.0733529035914417,646380.084716797,0.0044768773499693,-0.715440988540649,2.55555486679077,0.00406035888796617,10291.9485289603,4.3751141518393E-05,1.26328025862884
ai,7M,22,.image,uid___A001_X15a0_X16e.s12_0.Sgr_A_star_sci.spw22.cube.I.iter1.image,17.6071958688538,10.9150914012554,-1.38805889190654,87925237000,87894172084.2,87956471568.2,"(320, 360)","['1.7999999999999903 arcsec', '1.7999999999999985 arcsec']",,,,,87925237000,2042,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.711528182029724,1.86638200283051,0.0768070483585158,132818.007339478,0.000914901109082313,-0.585275809395923,1.53521429640713,0.0631785339367826,109251.001873484,0.000752562583828913,-0.711528182029724,1.86638200283051,0.0768070483585158,0.0646726961682091,132818.007339478,0.000914901109082313,-0.326220750808716,0.832228660583496,0.00129962365507549,2063.16669112444,8.77053530003792E-06,1.27002170494396
ai,7M,16,.image,uid___A001_X15a0_X16e.s12_0.Sgr_A_star_sci.spw16.cube.I.iter1.image,17.9832312385685,11.1321665267967,-1.39717584298544,86200000000,85950891095.7,86449160833.9249,"(320, 360)","['1.7999999999999903 arcsec', '1.7999999999999985 arcsec']",,,,,86200000000,2042,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.372953832149506,1.20670568943024,0.0264207755377014,23676.0382266045,0.000161394042998876,-0.306412748992381,0.991409594565699,0.0217068756643649,19451.8445257707,0.000132598697541887,-0.372953832149506,1.20670568943024,0.0264207755377014,0.0228605609323312,23676.0382266045,0.000161394042998876,-0.223829790949821,0.862484276294708,0.000416082038707787,376.629706617445,1.60105538303884E-06,1.29028035183829
j,7M,26,.image,uid___A001_X15a0_Xd8.s12_0.Sgr_A_star_sci.spw26.cube.I.iter1.image,16.191484311662,11.1803077083772,1.36563920686747,100500000000,99552945493.5,101424590194.265,"(256, 250)","['2.1999999999998368 arcsec', '2.199999999999981 arcsec']",,,,,100500000000,3834,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-7.06579208374023,4.49652433395386,0.0516057527708396,151991.682495117,0.000831094236530078,-4.7238855312857,3.00618331115609,0.0345013929020443,101615.119905197,0.000555633960432242,-7.06579208374023,4.49652433395386,0.0516057527708396,0.0225694577958696,151991.682495117,0.000831094236530078,-20.8597011566162,8.88592052459717,0.0082791989215219,3501.49840164185,1.42699302362164E-05,1.27061651598281
j,7M,16,.image,uid___A001_X15a0_Xd8.s12_0.Sgr_A_star_sci.spw16.cube.I.iter1.image,17.7840601055765,12.5961719581048,1.31756102301682,86200000000,85941908441.1,86440233082.1813,"(256, 250)","['2.1999999999998368 arcsec', '2.199999999999981 arcsec']",,,,,86200000000,2042,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-2.8261444568634,3.84484910964966,0.0417008072600293,30627.7109375,0.000292868967654398,-2.07545958065503,2.82357432275481,0.0306241741248189,22492.3308305749,0.000215076657995563,-2.8261444568634,3.84484910964966,0.0417008072600293,0.0302386657176275,30627.7109375,0.000292868967654398,-1.22295784950256,2.85609984397888,0.00146051807659086,696.248245239258,5.32756064244045E-06,1.25752282177791
j,7M,18,.image,uid___A001_X15a0_Xd8.s12_0.Sgr_A_star_sci.spw18.cube.I.iter1.image,17.5464797549147,12.5021977003575,1.32767192265003,86900000000,86641139498.1,87139464343.3249,"(256, 250)","['2.1999999999998368 arcsec', '2.199999999999981 arcsec']",,,,,86900000000,2042,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-2.80673789978027,2.75270318984985,0.051154427989599,84069.5620117188,0.000807107928592828,-2.07107992053917,2.03120793863526,0.0377466341492802,62034.5711028535,0.000595561496763708,-2.80673789978027,2.75270318984985,0.051154427989599,0.0311253314208058,84069.5620117188,0.000807107928592828,-1.58345377445221,1.64537274837494,0.00178584886214244,1813.23053741455,1.38744990926064E-05,1.26188095764993
j,7M,22,.image,uid___A001_X15a0_Xd8.s12_0.Sgr_A_star_sci.spw22.cube.I.iter1.image,18.2984282055915,12.8778471066197,1.34744594946237,87925237000,87885180802.6,87947494165.4374,"(256, 250)","['2.1999999999998368 arcsec', '2.199999999999981 arcsec']",,,,,87925237000,2042,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-3.41739273071289,5.83767080307007,0.28125103226876,1817666.6875,0.0175302524880983,-2.29304532340271,3.91703406349551,0.188717368785276,1219640.94434276,0.0117626701562969,-3.41739273071289,5.83767080307007,0.28125103226876,0.0741514865184732,1817666.6875,0.0175302524880983,-2.63970351219177,2.16238188743591,0.0126818973811477,33330.6352539062,0.000255039753105918,1.2537749935416
j,7M,24,.image,uid___A001_X15a0_Xd8.s12_0.Sgr_A_star_sci.spw24.cube.I.iter1.image,16.6163234048129,11.3329778257792,1.36182396857019,98600000000,97657412113.6,99529056047.7766,"(256, 250)","['2.1999999999998368 arcsec', '2.199999999999981 arcsec']",,,,,98600000000,3834,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-2.82861971855164,6.47450113296509,0.0631632154334541,386259.96875,0.00209220510348806,-1.88849281736034,4.32262025375991,0.0421701361569167,257881.669930418,0.001396834747516,-2.82861971855164,6.47450113296509,0.0631632154334541,0.0208622809839444,386259.96875,0.00209220510348806,-1.56320059299469,3.13709235191345,0.0036420913196406,8896.90991210938,3.62582726595485E-05,1.29944328073023
j,7M,20,.image,uid___A001_X15a0_Xd8.s12_0.Sgr_A_star_sci.spw20.cube.I.iter1.image,18.1913485141669,12.7015569609753,1.36817736300992,89188526000,89148630774.7,89210944545.7,"(256, 250)","['2.1999999999998368 arcsec', '2.199999999999981 arcsec']",,,,,89188526000,2042,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-1.73930025100708,4.47498893737793,0.175605795031975,677084.8828125,0.00657106365441031,-1.15673482520189,2.9761253373367,0.116787966024346,450300.437266924,0.00437013572744196,-1.73930025100708,4.47498893737793,0.175605795031975,0.0800471062086242,677084.8828125,0.00657106365441031,-0.802883982658386,1.68344485759735,0.00587229637717554,13344.7288818359,0.000102111355915126,1.25993240681975
ag,TM1,25,.image,uid___A001_X15a0_X160.s38_0.Sgr_A_star_sci.spw25.cube.I.iter1.image,1.91165944120881,1.46390299229477,-1.38426906658333,86200000000,85966939714.4,86433452270.0117,"(1920, 1920)","['0.2399999999999822 arcsec', '0.2399999999999987 arcsec']",,,,,86200000000,1912,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.989802539348602,6.51150369644165,0.00423142027095815,6827.85978114605,1.36582229588567E-06,-58.1732337461742,382.697772043973,0.248691421485689,401290.830488383,8.02728792013233E-05,-0.989802539348602,6.51150369644165,0.00423142027095815,0.00387109834566476,6827.85978114605,1.36582229588567E-06,-1.27611792087555,5.64269018173218,0.000208438776750153,123.415654971963,1.75097484539978E-08,0.634445605860415
aq,TM1,33,.image,uid___A001_X15a0_X19c.s38_0.Sgr_A_star_sci.spw33.cube.I.iter1.image,1.44163270419302,1.17496627259439,-1.37373125798758,98600000000,97666053790.7,99538469530.7,"(1944, 1944)","['0.21999999999998368 arcsec', '0.21999999999999809 arcsec']",,,,,98600000000,3836,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-4024420.25,4082960.25,2746.19384030809,6163822.24340445,0.000539567966066304,-298650688.110878,302994919.129497,203793.994947189,457414892.091817,0.0400411324707673,-4024420.25,4082960.25,2746.19384030809,0.00321026557469284,6163822.24340445,0.000539567966066304,-7099107,7409952,349.405417027337,-35844.1476433873,-2.4725617006611E-06,0.851418063120746
aq,TM1,25,.image,uid___A001_X15a0_X19c.s38_0.Sgr_A_star_sci.spw25.cube.I.iter1.image,1.72016668880278,1.35665259727328,-1.47754047555143,86200000000,85966886101.4,86433155587.9175,"(1944, 1944)","['0.21999999999998368 arcsec', '0.21999999999999809 arcsec']",,,,,86200000000,956,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.0321455635130405,2.47316098213196,0.00856570466201315,295960.625488281,9.93776509548209E-05,-2.26558881195036,174.30603912099,0.603702736175566,20859024.0333497,0.00700404253513284,-0.0321455635130405,2.47316098213196,0.00856570466201315,0.00376482240017832,295960.625488281,9.93776509548209E-05,-0.0162302106618881,1.41139566898346,0.000827621665618933,5387.80966949463,1.49128906001571E-06,0.628389633586985
aq,TM1,35,.image,uid___A001_X15a0_X19c.s38_0.Sgr_A_star_sci.spw35.cube.I.iter1.image,1.458367749158,1.1217400473897,-1.46368952955003,100500000000,99562591615.6,101433528253.6,"(1944, 1944)","['0.21999999999998368 arcsec', '0.21999999999999809 arcsec']",,,,,100500000000,1917,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.026706337928772,2.60868883132935,0.00750529471851532,465916.162322044,8.19537589924524E-05,-1.97539377578332,192.957480509212,0.555145842605472,34462526.81826,0.00606189234358951,-0.026706337928772,2.60868883132935,0.00750529471851532,0.00312484494415063,465916.162322044,8.19537589924524E-05,-0.0358653403818607,1.49015963077545,0.000901708398050082,12178.6229342222,1.68106130001969E-06,0.738413932207602
aq,TM1,27,.image,uid___A001_X15a0_X19c.s38_0.Sgr_A_star_sci.spw27.cube.I.iter1.image,1.72308775089532,1.3440609057723,-1.46497308428676,86900000000,86666839226.1,87133108712.5884,"(1944, 1944)","['0.21999999999998368 arcsec', '0.21999999999999809 arcsec']",,,,,86900000000,956,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.0304473210126162,2.47333145141602,0.00845282866850334,392866.807128906,0.000132263607584136,-2.12763645392797,172.834587203872,0.590677465727216,27453244.2456726,0.0092424838594971,-0.0304473210126162,2.47333145141602,0.00845282866850334,0.00370976962950085,392866.807128906,0.000132263607584136,-0.0274908803403378,1.40674805641174,0.000824484416731709,7241.33990478516,2.00432673800711E-06,0.604229911041881
aq,TM1,29,.image,uid___A001_X15a0_X19c.s38_0.Sgr_A_star_sci.spw29.cube.I.iter1.image,1.80834608505914,1.44942795655468,-1.45545371254828,89188526000,89159374661.7,89217658407.1913,"(1944, 1944)","['0.21999999999998368 arcsec', '0.21999999999999809 arcsec']",,,,,89188526000,956,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.0814279839396477,2.43962383270264,0.0125052160553886,792947.668563843,0.000269123033594301,-4.77300172193592,143.001560286646,0.733008664561675,46479605.7122751,0.0157749785836559,-0.0814279839396477,2.43962383270264,0.0125052160553886,0.00998523593592835,792947.668563843,0.000269123033594301,-0.0434506274759769,1.44964420795441,0.000560321284481449,12843.7053034306,3.55500256765164E-06,0.613642772801764
aq,TM1,31,.image,uid___A001_X15a0_X19c.s38_0.Sgr_A_star_sci.spw31.cube.I.iter1.image,1.83011501142927,1.46685478013673,-1.47492905294344,87925237000,87896145108,87954428853.5058,"(1944, 1944)","['0.21999999999998368 arcsec', '0.21999999999999809 arcsec']",,,,,87925237000,956,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.0705137029290199,2.52319502830505,0.0130881483129407,441230.233398438,0.000149010886098264,-4.15235429814311,148.583882077251,0.770724364832744,25982811.5673765,0.00877483336796367,-0.0705137029290199,2.52319502830505,0.0130881483129407,0.00996566612801624,441230.233398438,0.000149010886098264,-0.0363704897463322,1.50971555709839,0.000835297109996389,7102.65074920654,1.96593903815419E-06,0.59971706180611
i,3,24,.image,uid___A001_X15b4_Xc5.s12_0.Sgr_A_star_sci.spw24.cube.I.iter1.image,16.7247979267844,11.097373805982,1.35787943803532,98600000000,97657391542.2,99529069973.3766,"(250, 256)","['2.1999999999998368 arcsec', '2.199999999999981 arcsec']",,,,,98600000000,3834,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-4.32496452331543,9.8666296005249,0.0690091973304206,297151.849609375,0.00161048912659074,-2.9296870575425,6.68355471736094,0.0467461296342256,201287.64599855,0.00109092898335936,-4.32496452331543,9.8666296005249,0.0690091973304206,0.0199026382478323,297151.849609375,0.00161048912659074,-2.67466330528259,3.57222056388855,0.00405244893270387,6501.46337890625,2.6495922090613E-05,1.29398906782535
ae,TM1,25,.image,uid___A001_X15a0_X154.s38_0.Sgr_A_star_sci.spw25.cube.I.iter1.image,2.25704459203507,1.83931248047638,1.44728832710755,86200000000,85966570379.9,86433569452.965,"(1440, 1458)","['0.2999999999999984 arcsec', '0.2999999999999984 arcsec']",,,,,86200000000,1914,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.0269833132624626,0.398083239793777,0.00393313164263976,6140.68135821819,1.8826655786319E-06,-1.06905083128331,15.7716442855636,0.155826588499792,243287.41421764,7.45892538209826E-05,-0.0269833132624626,0.398083239793777,0.00393313164263976,0.00388223883128438,6140.68135821819,1.8826655786319E-06,-0.00622139219194651,0.220513224601746,2.21865100603615E-05,114.663393581403,2.85340121284334E-08,0.830382884137838
ae,TM1,27,.image,uid___A001_X15a0_X154.s38_0.Sgr_A_star_sci.spw27.cube.I.iter1.image,2.27570679198897,1.84278979247619,1.43962372035018,86900000000,86666518937,87133518010.065,"(1440, 1458)","['0.2999999999999984 arcsec', '0.2999999999999984 arcsec']",,,,,86900000000,1914,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.0275303181260824,0.103938981890678,0.00376528230218034,42117.9632709026,1.29469205874544E-05,-1.06241296585948,4.01107322890948,0.145304704422131,1625359.72412927,0.000499630125488201,-0.0275303181260824,0.103938981890678,0.00376528230218034,0.00368515859046709,42117.9632709026,1.29469205874544E-05,-0.0127074690535665,0.0302808526903391,3.16288451357141E-05,808.333332747221,2.01153937625714E-07,0.892657838317337
ae,TM1,31,.image,uid___A001_X15a0_X154.s38_0.Sgr_A_star_sci.spw31.cube.I.iter1.image,2.33777758992366,1.93661746347468,1.44954748100013,87925237000,87896151330.4,87954495819.1883,"(1440, 1458)","['0.2999999999999984 arcsec', '0.2999999999999984 arcsec']",,,,,87925237000,1913,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.0799236372113228,0.246143639087677,0.0109418178938823,187830.362358093,5.79127434032424E-05,-2.79070691122099,8.59463831630713,0.382057272206488,6558503.95026333,0.00202214887738242,-0.0799236372113228,0.246143639087677,0.0109418178938823,0.0105335260872299,187830.362358093,5.79127434032424E-05,-0.0330906547605991,0.083143413066864,0.000104128097654319,3403.44737735391,8.47391403688156E-07,0.788301334975205
ae,TM1,29,.image,uid___A001_X15a0_X154.s38_0.Sgr_A_star_sci.spw29.cube.I.iter1.image,2.30476458052495,1.89822977989531,1.45626111698174,89188526000,89159372640.9,89217717129.6883,"(1440, 1458)","['0.2999999999999984 arcsec', '0.2999999999999984 arcsec']",,,,,89188526000,1913,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.0780523121356964,0.186235636472702,0.0113029384996876,494220.685043335,0.000153090883933057,-2.74098232949433,6.54008285886959,0.396928083887423,17355669.9027604,0.00537613039492866,-0.0780523121356964,0.186235636472702,0.0113029384996876,0.0105749108528223,494220.685043335,0.000153090883933057,-0.0507214181125164,0.0788634419441223,0.000172573661231722,9049.21900841594,2.25307740876105E-06,0.895322606772919
ae,TM1,33,.image,uid___A001_X15a0_X154.s38_0.Sgr_A_star_sci.spw33.cube.I.iter1.image,1.87879586803252,1.52228529860663,1.46030782621949,98600000000,97665124070.1986,99539465415.1643,"(1440, 1458)","['0.2999999999999984 arcsec', '0.2999999999999984 arcsec']",,,,,98600000000,3840,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.0813018903136253,0.19107149541378,0.00332708095868007,-269.957453817129,-4.30541283136032E-08,-3.57326250874131,8.39769663924746,0.146227026300841,-11864.7776202855,-1.89225246739132E-06,-0.0813018903136253,0.19107149541378,0.00332708095868007,0.00318074240755302,-269.957453817129,-4.30541283136032E-08,0,0,0,0,0,0.915142316071709
ae,TM1,35,.image,uid___A001_X15a0_X154.s38_0.Sgr_A_star_sci.spw35.cube.I.iter1.image,1.84418965074379,1.49150411344945,1.46822726403849,100500000000,99561912808.2,101433326379.053,"(1440, 1458)","['0.2999999999999984 arcsec', '0.2999999999999984 arcsec']",,,,,100500000000,3834,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.0268362574279308,0.177102401852608,0.0033182487372684,12663.2714235112,2.03482871509013E-06,-1.18057705046896,7.79106519497419,0.145975955011127,557080.94418922,8.95159129070803E-05,-0.0268362574279308,0.177102401852608,0.0033182487372684,0.0032934945607273,12663.2714235112,2.03482871509013E-06,-0.0118754711002111,0.0558072961866856,1.7185000336317E-05,384.335051368456,4.77460962645421E-08,0.908240724252886
al,7M,18,.image,uid___A001_X15a0_X180.s12_0.Sgr_A_star_sci.spw18.cube.I.iter1.image,18.283889950749,11.2742639893598,-1.37819686873876,86900000000,86649960301.1,87148469881.2813,"(432, 324)","['1.7999999999999903 arcsec', '1.7999999999999985 arcsec']",,,,,86900000000,2043,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.811841189861298,0.765407502651215,0.0311274811805802,-1665.40678405762,-1.10919029821534E-05,-0.637377237810836,0.600922108821395,0.0244382130676033,-1307.51234245139,-8.70826286362552E-06,-0.811841189861298,0.765407502651215,0.0311274811805802,0.0289670355337103,-1665.40678405762,-1.10919029821534E-05,0,0,0,0,0,1.32395769297627
al,7M,20,.image,uid___A001_X15a0_X180.s12_0.Sgr_A_star_sci.spw20.cube.I.iter1.image,17.607040953658,10.9252198754829,-1.37572138494192,89188526000,89157430861.8,89219728917.1374,"(432, 324)","['1.7999999999999903 arcsec', '1.7999999999999985 arcsec']",,,,,89188526000,2042,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-2.13162326812744,2.29857039451599,0.123229826775645,12075.4313659668,8.15623472831134E-05,-1.70250880805154,1.83584801362565,0.0984225818122655,9644.54111989513,6.51431314018465E-05,-2.13162326812744,2.29857039451599,0.123229826775645,0.0954755876296813,12075.4313659668,8.15623472831134E-05,0,0,0,0,0,1.30331009723367
al,7M,24,.image,uid___A001_X15a0_X180.s12_0.Sgr_A_star_sci.spw24.cube.I.iter1.image,52.744264119626,9.75313862207787,-1.28572315925218,98600000000,97666442552.1,99537885637.1,"(432, 324)","['1.7999999999999903 arcsec', '1.7999999999999985 arcsec']",,,,,98600000000,3834,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-1.01669216156006,1.76733386516571,0.0331834101004246,-1826.04193878174,-6.91174188716871E-06,-0.248433936398032,0.431857080887634,0.00810853619812403,-446.20269933363,-1.68891952679331E-06,-1.01669216156006,1.76733386516571,0.0331834101004246,0.0235092835642858,-1826.04193878174,-6.91174188716871E-06,0,0,0,0,0,1.34237575991405
al,7M,26,.image,uid___A001_X15a0_X180.s12_0.Sgr_A_star_sci.spw26.cube.I.iter1.image,20.1301530767289,14.6472486956942,0.882556444156845,100500000000,99561780979.1,101433224447.365,"(432, 324)","['1.7999999999999903 arcsec', '1.7999999999999985 arcsec']",,,,,100500000000,3834,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-1.19619989395142,1.31698572635651,0.0257740973705162,143.914512634277,5.49843013430188E-07,-0.490912465624668,0.540482166389848,0.0105775178157007,59.0615570137603,2.25651908844321E-07,-1.19619989395142,1.31698572635651,0.0257740973705162,0.0245794467664179,143.914512634277,5.49843013430188E-07,0,0,0,0,0,1.34330984537446
al,7M,16,.image,uid___A001_X15a0_X180.s12_0.Sgr_A_star_sci.spw16.cube.I.iter1.image,18.4184759654198,11.4270480135188,-1.38698725028032,86200000000,85950801157,86449310533,"(432, 324)","['1.7999999999999903 arcsec', '1.7999999999999985 arcsec']",,,,,86200000000,2043,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.346565127372742,0.551588773727417,0.0298937205317306,-2282.578125,-1.51144293315919E-05,-0.270829517244415,0.43104891262001,0.0233609825709338,-1783.76150062418,-1.18114411289202E-05,-0.346565127372742,0.551588773727417,0.0298937205317306,0.0291035146809373,-2282.578125,-1.51144293315919E-05,0,0,0,0,0,1.33003863517816
al,7M,22,.image,uid___A001_X15a0_X180.s12_0.Sgr_A_star_sci.spw22.cube.I.iter1.image,18.0093716938442,11.1312227931869,-1.37512732173468,87925237000,87894110830,87956408681.1626,"(432, 324)","['1.7999999999999903 arcsec', '1.7999999999999985 arcsec']",,,,,87925237000,2042,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-3.16887760162354,3.1835150718689,0.141342794540783,-20978.1435241699,-0.000140420936382555,-2.49891038265999,2.51045318455088,0.111459961915594,-16542.9237893637,-0.000110733003915779,-3.16887760162354,3.1835150718689,0.141342794540783,0.102894932198574,-20978.1435241699,-0.000140420936382555,0,0,0,0,0,1.29388625951926
as,TM1,25,.image,uid___A001_X15a0_X1a8.s38_0.Sgr_A_star_sci.spw25.cube.I.iter1.image,1.87492698863683,1.20727316121847,-1.31861471867,86200000000,85966822812.8,86433096023.8116,"(2160, 2250)","['0.1999999999999996 arcsec', '0.20000000000000004 arcsec']",,,,,86200000000,956,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.0252632461488247,0.488904446363449,0.0040456082079033,1161.77364224196,3.14873283598175E-07,-1.83568896764801,35.5249872932578,0.293963741275577,84417.3011419207,2.28794593340557E-05,-0.0252632461488247,0.488904446363449,0.0040456082079033,0.00403098690733405,1161.77364224196,3.14873283598175E-07,0,0.430370151996613,1.61049683167242E-05,24.8019952252507,5.33817070984441E-09,0.815739235864596
as,TM1,31,.image,uid___A001_X15a0_X1a8.s38_0.Sgr_A_star_sci.spw31.cube.I.iter1.image,1.95760031572778,1.31847397937671,-1.31930354647858,87925237000,87896079972.6,87954394710.935,"(2160, 2250)","['0.1999999999999996 arcsec', '0.20000000000000004 arcsec']",,,,,87925237000,1912,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.120758354663849,0.217135548591614,0.012033809388284,506530.099888325,6.90930372707111E-05,-7.3961970377239,13.2990988967045,0.737045694253777,31023910.8071714,0.00423180424254294,-0.120758354663849,0.217135548591614,0.012033809388284,0.0116528519938502,506530.099888325,6.90930372707111E-05,-0.0661860108375549,0.0871126800775528,9.78233983319314E-05,6812.6097471118,7.33144117627438E-07,0.564844648735312
as,TM1,29,.image,uid___A001_X15a0_X1a8.s38_0.Sgr_A_star_sci.spw29.cube.I.iter1.image,1.91754254324656,1.2946063703799,-1.30875092498528,89188526000,89159318007.2,89217632745.4767,"(2160, 2250)","['0.1999999999999996 arcsec', '0.20000000000000004 arcsec']",,,,,89188526000,1912,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.111407764256001,0.225700989365578,0.0119618078806642,320862.657945871,4.39639111732232E-05,-6.89491957190438,13.9684175458273,0.740304805706656,19857881.8535539,0.0027208842546124,-0.111407764256001,0.225700989365578,0.0119618078806642,0.0115758168458064,320862.657945871,4.39639111732232E-05,-0.0546007268130779,0.0910928994417191,8.323009319618E-05,4805.6780872494,5.17166658837556E-07,0.594719460973947
as,TM1,27,.image,uid___A001_X15a0_X1a8.s38_0.Sgr_A_star_sci.spw27.cube.I.iter1.image,1.88971610898819,1.1876151239882,-1.31178914659657,86900000000,86666780636.8,87133053847.7825,"(2160, 2250)","['0.1999999999999996 arcsec', '0.20000000000000004 arcsec']",,,,,86900000000,956,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.0299729891121387,0.142926767468452,0.0039990069213258,9599.46899956465,2.60992284040595E-06,-2.16138940832433,10.3066264167573,0.288373347457321,692229.611920622,0.000188204772059674,-0.0299729891121387,0.142926767468452,0.0039990069213258,0.00397042309482851,9599.46899956465,2.60992284040595E-06,-0.0161720551550388,0.0599993318319321,1.23810456524335E-05,150.663425972685,3.24275156199281E-08,0.861042087641798
ak,TM1,29,.image,uid___A001_X15a0_X178.s38_0.Sgr_A_star_sci.spw29.cube.I.iter1.image,2.16496835074281,1.62367693587017,-1.06920455402167,89188526000,89168048409.5,89226463498.0883,"(1080, 1440)","['0.24999999999999176 arcsec', '0.25 arcsec']",,,,,89188526000,1915,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.0662293955683708,0.118783287703991,0.0108563068174632,17764.6618485451,8.9351052747428E-06,-2.89408047671717,5.19057121017382,0.474396985508299,776277.068364333,0.000390444658465148,-0.0662293955683708,0.118783287703991,0.0108563068174632,0.0107952676079188,17764.6618485451,8.9351052747428E-06,-0.0267827156931162,0.0607275106012821,3.37249182662477E-05,269.024939216673,9.03311451774602E-08,0.700610198973276
ak,TM1,31,.image,uid___A001_X15a0_X178.s38_0.Sgr_A_star_sci.spw31.cube.I.iter1.image,2.18611310413768,1.64705827356244,-1.06622010180069,87925237000,87904822416.8,87963237313.9767,"(1080, 1440)","['0.24999999999999176 arcsec', '0.25 arcsec']",,,,,87925237000,1915,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.109825402498245,0.138355433940887,0.0116752296529141,333069.504517317,0.000166334421410194,-4.82082350111572,6.07315896210761,0.512488187717687,14620199.5017292,0.00730130615994383,-0.109825402498245,0.138355433940887,0.0116752296529141,0.0106964333811752,333069.504517317,0.000166334421410194,-0.0530486442148685,0.0750258415937424,0.000149460668251204,5233.22738454863,1.75717323455871E-06,0.691627016551781
ak,TM1,25,.image,uid___A001_X15a0_X178.s38_0.Sgr_A_star_sci.spw25.cube.I.iter1.image,2.17979653817398,1.59825031676512,-1.01863585058393,86200000000,85975274162.4,86442527498.4,"(1080, 1440)","['0.24999999999999176 arcsec', '0.25 arcsec']",,,,,86200000000,1915,,,,,,,,,6.4.3-2 CASAtools:v1.0.0,-0.0234923996031284,0.124384008347988,0.00385695980579189,2078.40179497004,1.0291438185032E-06,-1.10885913769995,5.87101984345808,0.182051437769015,98102.1462727716,4.85763713555562E-05,-0.0234923996031284,0.124384008347988,0.00385695980579189,0.00384170807868803,2078.40179497004,1.0291438185032E-06,-0.00555141968652606,0.0768620669841766,7.66428466069113E-06,33.0271454295143,1.10896033552775E-08,0.688874529034849
